wavelength,polarizability
1200.0,-308.318
1200.1,-312.683
1200.2,-317.041
1200.3,-321.395
1200.4,-325.746
1200.5,-330.096
1200.6,-334.445
1200.7,-338.795
1200.8,-343.149
1200.9,-347.506
1201.0,-351.869
1201.1,-356.24
1201.2,-360.619
1201.3,-365.009
1201.4,-369.411
1201.5,-373.827
1201.6,-378.259
1201.7,-382.708
1201.8,-387.176
1201.9,-391.666
1202.0,-396.18
1202.1,-400.719
1202.2,-405.286
1202.3,-409.88199999999995
1202.4,-414.51199999999994
1202.5,-419.176
1202.6,-423.87800000000004
1202.7,-428.621
1202.8,-433.406
1202.9,-438.23800000000006
1203.0,-443.12
1203.1,-448.055
1203.2,-453.046
1203.3,-458.098
1203.4,-463.215
1203.5,-468.4
1203.6,-473.659
1203.7,-478.996
1203.8,-484.416
1203.9,-489.926
1204.0,-495.531
1204.1,-501.23800000000006
1204.2,-507.05300000000005
1204.3,-512.985
1204.4,-519.0409999999999
1204.5,-525.23
1204.6,-531.561
1204.7,-538.0459999999999
1204.8,-544.695
1204.9,-551.52
1205.0,-558.535
1205.1,-565.755
1205.2,-573.196
1205.3,-580.876
1205.4,-588.815
1205.5,-597.035
1205.6,-605.559
1205.7,-614.4159999999999
1205.8,-623.636
1205.9,-633.253
1206.0,-643.306
1206.1,-653.837
1206.2,-664.898
1206.3,-676.543
1206.4,-688.8389999999999
1206.5,-701.8589999999999
1206.6,-715.689
1206.7,-730.431
1206.8,-746.202
1206.9,-763.1410000000001
1207.0,-781.413
1207.1,-801.215
1207.2,-822.7860000000001
1207.3,-846.416
1207.4,-872.4630000000001
1207.5,-901.373
1207.6,-933.709
1207.7,-970.191
1207.8,-1011.758
1207.9,-1059.653
1208.0,-1115.562
1208.1,-1181.828
1208.2,-1261.809
1208.3,-1360.486
1208.4,-1485.59
1208.5,-1649.793
1208.6,-1875.414
1208.7,-2205.759
1208.8,-2737.35
1208.9,-3737.9629999999997
1209.0,-6329.109
1209.1,-29252.67
1209.2,9322.26
1209.3,3692.175
1209.4,2161.419
1209.5,1446.499
1209.6,1031.645
1209.7,760.17
1209.8,568.302
1209.9,425.20300000000003
1210.0,314.14
1210.1,225.247
1210.2,152.33
1210.3,91.307
1210.4,39.374
1210.5,-5.455
1210.6,-44.629
1210.7,-79.22800000000001
1210.8,-110.075
1210.9,-137.806
1211.0,-162.923
1211.1,-185.825
1211.2,-206.835
1211.3,-226.217
1211.4,-244.18900000000002
1211.5,-260.92900000000003
1211.6,-276.591
1211.7,-291.303
1211.8,-305.172
1211.9,-318.29400000000004
1212.0,-330.74699999999996
1212.1,-342.602
1212.2,-353.92
1212.3,-364.75300000000004
1212.4,-375.149
1212.5,-385.148
1212.6,-394.787
1212.7,-404.098
1212.8,-413.111
1212.9,-421.852
1213.0,-430.344
1213.1,-438.608
1213.2,-446.663
1213.3,-454.527
1213.4,-462.215
1213.5,-469.74199999999996
1213.6,-477.121
1213.7,-484.36400000000003
1213.8,-491.483
1213.9,-498.48699999999997
1214.0,-505.385
1214.1,-512.188
1214.2,-518.903
1214.3,-525.5369999999999
1214.4,-532.097
1214.5,-538.592
1214.6,-545.025
1214.7,-551.404
1214.8,-557.734
1214.9,-564.021
1215.0,-570.268
1215.1,-576.481
1215.2,-582.664
1215.3,-588.822
1215.4,-594.9580000000001
1215.5,-601.077
1215.6,-607.182
1215.7,-613.2769999999999
1215.8,-619.365
1215.9,-625.4490000000001
1216.0,-631.533
1216.1,-637.621
1216.2,-643.714
1216.3,-649.816
1216.4,-655.93
1216.5,-662.059
1216.6,-668.206
1216.7,-674.373
1216.8,-680.563
1216.9,-686.78
1217.0,-693.0239999999999
1217.1,-699.3
1217.2,-705.61
1217.3,-711.956
1217.4,-718.342
1217.5,-724.7689999999999
1217.6,-731.2410000000001
1217.7,-737.76
1217.8,-744.329
1217.9,-750.951
1218.0,-757.628
1218.1,-764.363
1218.2,-771.159
1218.3,-778.018
1218.4,-784.945
1218.5,-791.941
1218.6,-799.01
1218.7,-806.155
1218.8,-813.378
1218.9,-820.684
1219.0,-828.075
1219.1,-835.555
1219.2,-843.127
1219.3,-850.794
1219.4,-858.562
1219.5,-866.432
1219.6,-874.41
1219.7,-882.498
1219.8,-890.702
1219.9,-899.0260000000001
1220.0,-907.4730000000001
1220.1,-916.049
1220.2,-924.758
1220.3,-933.605
1220.4,-942.595
1220.5,-951.7339999999999
1220.6,-961.0269999999999
1220.7,-970.4789999999999
1220.8,-980.097
1220.9,-989.887
1221.0,-999.855
1221.1,-1010.008
1221.2,-1020.3530000000001
1221.3,-1030.897
1221.4,-1041.6480000000001
1221.5,-1052.614
1221.6,-1063.803
1221.7,-1075.224
1221.8,-1086.887
1221.9,-1098.8
1222.0,-1110.973
1222.1,-1123.4189999999999
1222.2,-1136.146
1222.3,-1149.1680000000001
1222.4,-1162.497
1222.5,-1176.145
1222.6,-1190.126
1222.7,-1204.455
1222.8,-1219.147
1222.9,-1234.2169999999999
1223.0,-1249.684
1223.1,-1265.5639999999999
1223.2,-1281.878
1223.3,-1298.645
1223.4,-1315.886
1223.5,-1333.625
1223.6,-1351.886
1223.7,-1370.694
1223.8,-1390.0770000000002
1223.9,-1410.065
1224.0,-1430.6889999999999
1224.1,-1451.981
1224.2,-1473.979
1224.3,-1496.721
1224.4,-1520.247
1224.5,-1544.602
1224.6,-1569.8329999999999
1224.7,-1595.993
1224.8,-1623.136
1224.9,-1651.3220000000001
1225.0,-1680.6170000000002
1225.1,-1711.089
1225.2,-1742.815
1225.3,-1775.879
1225.4,-1810.37
1225.5,-1846.3870000000002
1225.6,-1884.037
1225.7,-1923.44
1225.8,-1964.723
1225.9,-2008.0320000000002
1226.0,-2053.522
1226.1,-2101.368
1226.2,-2151.764
1226.3,-2204.925
1226.4,-2261.091
1226.5,-2320.53
1226.6,-2383.544
1226.7,-2450.471
