wavelength,,Uncertainty,,,,Uncertainty,,polarizability
1103.86,-788.69,119.59,,1103.86,1023.97,3.1,,-1812.66
1103.87,-789.39,119.68,,1103.87,1023.94,3.1,,-1813.33
1103.88,-790.08,119.77,,1103.88,1023.91,3.1,,-1813.99
1103.89,-790.78,119.85,,1103.89,1023.88,3.1,,-1814.66
1103.9,-791.47,119.94,,1103.9,1023.85,3.1,,-1815.32
1103.91,-792.17,120.03,,1103.91,1023.82,3.1,,-1815.99
1103.92,-792.87,120.11,,1103.92,1023.79,3.1,,-1816.66
1103.93,-793.57,120.2,,1103.93,1023.76,3.1,,-1817.33
1103.94,-794.27,120.29,,1103.94,1023.73,3.1,,-1818
1103.95,-794.98,120.38,,1103.95,1023.7,3.1,,-1818.68
1103.96,-795.68,120.46,,1103.96,1023.67,3.1,,-1819.35
1103.97,-796.39,120.55,,1103.97,1023.64,3.1,,-1820.03
1103.98,-797.1,120.64,,1103.98,1023.61,3.1,,-1820.71
1103.99,-797.8,120.73,,1103.99,1023.59,3.1,,-1821.39
1104,-798.52,120.82,,1104,1023.56,3.1,,-1822.08
1104.01,-799.23,120.91,,1104.01,1023.53,3.1,,-1822.76
1104.02,-799.94,121,,1104.02,1023.5,3.1,,-1823.44
1104.03,-800.65,121.09,,1104.03,1023.47,3.1,,-1824.12
1104.04,-801.37,121.18,,1104.04,1023.44,3.1,,-1824.81
1104.05,-802.09,121.27,,1104.05,1023.41,3.1,,-1825.5
1104.06,-802.81,121.36,,1104.06,1023.38,3.1,,-1826.19
1104.07,-803.53,121.46,,1104.07,1023.35,3.1,,-1826.88
1104.08,-804.25,121.55,,1104.08,1023.32,3.1,,-1827.57
1104.09,-804.97,121.64,,1104.09,1023.29,3.1,,-1828.26
1104.1,-805.69,121.73,,1104.1,1023.26,3.1,,-1828.95
1104.11,-806.42,121.82,,1104.11,1023.23,3.1,,-1829.65
1104.12,-807.15,121.92,,1104.12,1023.2,3.1,,-1830.35
1104.13,-807.88,122.01,,1104.13,1023.17,3.1,,-1831.05
1104.14,-808.61,122.1,,1104.14,1023.14,3.1,,-1831.75
1104.15,-809.34,122.2,,1104.15,1023.11,3.09,,-1832.45
1104.16,-810.07,122.29,,1104.16,1023.08,3.09,,-1833.15
1104.17,-810.81,122.39,,1104.17,1023.05,3.09,,-1833.86
1104.18,-811.54,122.48,,1104.18,1023.02,3.09,,-1834.56
1104.19,-812.28,122.58,,1104.19,1022.99,3.09,,-1835.27
1104.2,-813.02,122.67,,1104.2,1022.96,3.09,,-1835.98
1104.21,-813.76,122.77,,1104.21,1022.93,3.09,,-1836.69
1104.22,-814.5,122.86,,1104.22,1022.9,3.09,,-1837.4
1104.23,-815.24,122.96,,1104.23,1022.87,3.09,,-1838.11
1104.24,-815.99,123.05,,1104.24,1022.84,3.09,,-1838.83
1104.25,-816.73,123.15,,1104.25,1022.81,3.09,,-1839.54
1104.26,-817.48,123.25,,1104.26,1022.78,3.09,,-1840.26
1104.27,-818.23,123.35,,1104.27,1022.75,3.09,,-1840.98
1104.28,-818.98,123.44,,1104.28,1022.72,3.09,,-1841.7
1104.29,-819.73,123.54,,1104.29,1022.69,3.09,,-1842.42
1104.3,-820.49,123.64,,1104.3,1022.66,3.09,,-1843.15
1104.31,-821.24,123.74,,1104.31,1022.63,3.09,,-1843.87
1104.32,-822,123.84,,1104.32,1022.6,3.09,,-1844.6
1104.33,-822.76,123.94,,1104.33,1022.57,3.09,,-1845.33
1104.34,-823.52,124.04,,1104.34,1022.54,3.09,,-1846.06
1104.35,-824.28,124.14,,1104.35,1022.51,3.09,,-1846.79
1104.36,-825.05,124.24,,1104.36,1022.48,3.09,,-1847.53
1104.37,-825.81,124.34,,1104.37,1022.45,3.09,,-1848.26
1104.38,-826.58,124.44,,1104.38,1022.42,3.09,,-1849
1104.39,-827.35,124.54,,1104.39,1022.39,3.09,,-1849.74
1104.4,-828.12,124.64,,1104.4,1022.36,3.09,,-1850.48
1104.41,-828.89,124.74,,1104.41,1022.33,3.09,,-1851.22
1104.42,-829.66,124.84,,1104.42,1022.3,3.09,,-1851.96
1104.43,-830.43,124.94,,1104.43,1022.27,3.09,,-1852.7
1104.44,-831.21,125.05,,1104.44,1022.24,3.09,,-1853.45
1104.45,-831.99,125.15,,1104.45,1022.21,3.09,,-1854.2
1104.46,-832.77,125.25,,1104.46,1022.18,3.09,,-1854.95
1104.47,-833.55,125.36,,1104.47,1022.15,3.09,,-1855.7
1104.48,-834.33,125.46,,1104.48,1022.12,3.09,,-1856.45
1104.49,-835.12,125.57,,1104.49,1022.09,3.09,,-1857.21
1104.5,-835.9,125.67,,1104.5,1022.06,3.09,,-1857.96
1104.51,-836.69,125.78,,1104.51,1022.03,3.09,,-1858.72
1104.52,-837.48,125.88,,1104.52,1022,3.09,,-1859.48
1104.53,-838.27,125.99,,1104.53,1021.97,3.09,,-1860.24
1104.54,-839.06,126.09,,1104.54,1021.94,3.09,,-1861
1104.55,-839.86,126.2,,1104.55,1021.91,3.09,,-1861.77
1104.56,-840.66,126.31,,1104.56,1021.88,3.09,,-1862.54
1104.57,-841.45,126.41,,1104.57,1021.85,3.09,,-1863.3
1104.58,-842.25,126.52,,1104.58,1021.82,3.09,,-1864.07
1104.59,-843.06,126.63,,1104.59,1021.79,3.09,,-1864.85
1104.6,-843.86,126.74,,1104.6,1021.76,3.09,,-1865.62
1104.61,-844.66,126.84,,1104.61,1021.73,3.09,,-1866.39
1104.62,-845.47,126.95,,1104.62,1021.7,3.09,,-1867.17
1104.63,-846.28,127.06,,1104.63,1021.67,3.09,,-1867.95
1104.64,-847.09,127.17,,1104.64,1021.64,3.09,,-1868.73
1104.65,-847.9,127.28,,1104.65,1021.61,3.09,,-1869.51
1104.66,-848.72,127.39,,1104.66,1021.58,3.09,,-1870.3
1104.67,-849.53,127.5,,1104.67,1021.55,3.09,,-1871.08
1104.68,-850.35,127.61,,1104.68,1021.52,3.09,,-1871.87
1104.69,-851.17,127.72,,1104.69,1021.49,3.09,,-1872.66
1104.7,-851.99,127.84,,1104.7,1021.46,3.09,,-1873.45
1104.71,-852.81,127.95,,1104.71,1021.43,3.09,,-1874.24
1104.72,-853.64,128.06,,1104.72,1021.4,3.09,,-1875.04
1104.73,-854.47,128.17,,1104.73,1021.37,3.09,,-1875.84
1104.74,-855.29,128.29,,1104.74,1021.35,3.09,,-1876.64
1104.75,-856.12,128.4,,1104.75,1021.32,3.09,,-1877.44
1104.76,-856.96,128.51,,1104.76,1021.29,3.09,,-1878.25
1104.77,-857.79,128.63,,1104.77,1021.26,3.09,,-1879.05
1104.78,-858.63,128.74,,1104.78,1021.23,3.09,,-1879.86
1104.79,-859.47,128.86,,1104.79,1021.2,3.09,,-1880.67
1104.8,-860.31,128.97,,1104.8,1021.17,3.09,,-1881.48
1104.81,-861.15,129.09,,1104.81,1021.14,3.09,,-1882.29
1104.82,-861.99,129.2,,1104.82,1021.11,3.09,,-1883.1
1104.83,-862.84,129.32,,1104.83,1021.08,3.09,,-1883.92
1104.84,-863.68,129.44,,1104.84,1021.05,3.09,,-1884.73
1104.85,-864.53,129.55,,1104.85,1021.02,3.09,,-1885.55
1104.86,-865.39,129.67,,1104.86,1020.99,3.09,,-1886.38
1104.87,-866.24,129.79,,1104.87,1020.96,3.09,,-1887.2
1104.88,-867.09,129.91,,1104.88,1020.93,3.09,,-1888.02
1104.89,-867.95,130.03,,1104.89,1020.9,3.09,,-1888.85
1104.9,-868.81,130.15,,1104.9,1020.87,3.09,,-1889.68
1104.91,-869.67,130.27,,1104.91,1020.84,3.09,,-1890.51
1104.92,-870.54,130.39,,1104.92,1020.81,3.09,,-1891.35
1104.93,-871.4,130.51,,1104.93,1020.78,3.09,,-1892.18
1104.94,-872.27,130.63,,1104.94,1020.75,3.09,,-1893.02
1104.95,-873.14,130.75,,1104.95,1020.72,3.09,,-1893.86
1104.96,-874.01,130.87,,1104.96,1020.69,3.09,,-1894.7
1104.97,-874.88,130.99,,1104.97,1020.66,3.09,,-1895.54
1104.98,-875.76,131.11,,1104.98,1020.63,3.09,,-1896.39
1104.99,-876.64,131.24,,1104.99,1020.6,3.09,,-1897.24
1105,-877.52,131.36,,1105,1020.57,3.09,,-1898.09
1105.01,-878.4,131.48,,1105.01,1020.54,3.09,,-1898.94
1105.02,-879.28,131.61,,1105.02,1020.51,3.09,,-1899.79
1105.03,-880.17,131.73,,1105.03,1020.48,3.09,,-1900.65
1105.04,-881.06,131.86,,1105.04,1020.45,3.09,,-1901.51
1105.05,-881.95,131.98,,1105.05,1020.42,3.09,,-1902.37
1105.06,-882.84,132.11,,1105.06,1020.39,3.09,,-1903.23
1105.07,-883.73,132.23,,1105.07,1020.36,3.09,,-1904.09
1105.08,-884.63,132.36,,1105.08,1020.33,3.09,,-1904.96
1105.09,-885.53,132.49,,1105.09,1020.3,3.09,,-1905.83
1105.1,-886.43,132.61,,1105.1,1020.28,3.09,,-1906.71
1105.11,-887.33,132.74,,1105.11,1020.25,3.09,,-1907.58
1105.12,-888.24,132.87,,1105.12,1020.22,3.09,,-1908.46
1105.13,-889.14,133,,1105.13,1020.19,3.09,,-1909.33
1105.14,-890.05,133.13,,1105.14,1020.16,3.09,,-1910.21
1105.15,-890.97,133.26,,1105.15,1020.13,3.09,,-1911.1
1105.16,-891.88,133.39,,1105.16,1020.1,3.09,,-1911.98
1105.17,-892.8,133.52,,1105.17,1020.07,3.09,,-1912.87
1105.18,-893.71,133.65,,1105.18,1020.04,3.08,,-1913.75
1105.19,-894.63,133.78,,1105.19,1020.01,3.08,,-1914.64
1105.2,-895.56,133.91,,1105.2,1019.98,3.08,,-1915.54
1105.21,-896.48,134.04,,1105.21,1019.95,3.08,,-1916.43
1105.22,-897.41,134.18,,1105.22,1019.92,3.08,,-1917.33
1105.23,-898.34,134.31,,1105.23,1019.89,3.08,,-1918.23
1105.24,-899.27,134.44,,1105.24,1019.86,3.08,,-1919.13
1105.25,-900.21,134.58,,1105.25,1019.83,3.08,,-1920.04
1105.26,-901.14,134.71,,1105.26,1019.8,3.08,,-1920.94
1105.27,-902.08,134.85,,1105.27,1019.77,3.08,,-1921.85
1105.28,-903.02,134.98,,1105.28,1019.74,3.08,,-1922.76
1105.29,-903.97,135.12,,1105.29,1019.71,3.08,,-1923.68
1105.3,-904.92,135.25,,1105.3,1019.68,3.08,,-1924.6
1105.31,-905.86,135.39,,1105.31,1019.65,3.08,,-1925.51
1105.32,-906.81,135.53,,1105.32,1019.62,3.08,,-1926.43
1105.33,-907.77,135.67,,1105.33,1019.59,3.08,,-1927.36
1105.34,-908.72,135.8,,1105.34,1019.56,3.08,,-1928.28
1105.35,-909.68,135.94,,1105.35,1019.53,3.08,,-1929.21
1105.36,-910.64,136.08,,1105.36,1019.5,3.08,,-1930.14
1105.37,-911.61,136.22,,1105.37,1019.48,3.08,,-1931.09
1105.38,-912.57,136.36,,1105.38,1019.45,3.08,,-1932.02
1105.39,-913.54,136.5,,1105.39,1019.42,3.08,,-1932.96
1105.4,-914.51,136.64,,1105.4,1019.39,3.08,,-1933.9
1105.41,-915.48,136.79,,1105.41,1019.36,3.08,,-1934.84
1105.42,-916.46,136.93,,1105.42,1019.33,3.08,,-1935.79
1105.43,-917.44,137.07,,1105.43,1019.3,3.08,,-1936.74
1105.44,-918.42,137.21,,1105.44,1019.27,3.08,,-1937.69
1105.45,-919.4,137.36,,1105.45,1019.24,3.08,,-1938.64
1105.46,-920.38,137.5,,1105.46,1019.21,3.08,,-1939.59
1105.47,-921.37,137.65,,1105.47,1019.18,3.08,,-1940.55
1105.48,-922.36,137.79,,1105.48,1019.15,3.08,,-1941.51
1105.49,-923.36,137.94,,1105.49,1019.12,3.08,,-1942.48
1105.5,-924.35,138.08,,1105.5,1019.09,3.08,,-1943.44
1105.51,-925.35,138.23,,1105.51,1019.06,3.08,,-1944.41
1105.52,-926.35,138.38,,1105.52,1019.03,3.08,,-1945.38
1105.53,-927.36,138.52,,1105.53,1019,3.08,,-1946.36
1105.54,-928.36,138.67,,1105.54,1018.97,3.08,,-1947.33
1105.55,-929.37,138.82,,1105.55,1018.94,3.08,,-1948.31
1105.56,-930.38,138.97,,1105.56,1018.91,3.08,,-1949.29
1105.57,-931.4,139.12,,1105.57,1018.88,3.08,,-1950.28
1105.58,-932.41,139.27,,1105.58,1018.85,3.08,,-1951.26
1105.59,-933.43,139.42,,1105.59,1018.82,3.08,,-1952.25
1105.6,-934.46,139.57,,1105.6,1018.79,3.08,,-1953.25
1105.61,-935.48,139.73,,1105.61,1018.77,3.08,,-1954.25
1105.62,-936.51,139.88,,1105.62,1018.74,3.08,,-1955.25
1105.63,-937.54,140.03,,1105.63,1018.71,3.08,,-1956.25
1105.64,-938.57,140.19,,1105.64,1018.68,3.08,,-1957.25
1105.65,-939.61,140.34,,1105.65,1018.65,3.08,,-1958.26
1105.66,-940.65,140.49,,1105.66,1018.62,3.08,,-1959.27
1105.67,-941.69,140.65,,1105.67,1018.59,3.08,,-1960.28
1105.68,-942.73,140.81,,1105.68,1018.56,3.08,,-1961.29
1105.69,-943.78,140.96,,1105.69,1018.53,3.08,,-1962.31
1105.7,-944.83,141.12,,1105.7,1018.5,3.08,,-1963.33
1105.71,-945.89,141.28,,1105.71,1018.47,3.08,,-1964.36
1105.72,-946.94,141.43,,1105.72,1018.44,3.08,,-1965.38
1105.73,-948,141.59,,1105.73,1018.41,3.08,,-1966.41
1105.74,-949.06,141.75,,1105.74,1018.38,3.08,,-1967.44
1105.75,-950.13,141.91,,1105.75,1018.35,3.08,,-1968.48
1105.76,-951.19,142.07,,1105.76,1018.32,3.08,,-1969.51
1105.77,-952.26,142.23,,1105.77,1018.29,3.08,,-1970.55
1105.78,-953.34,142.39,,1105.78,1018.26,3.08,,-1971.6
1105.79,-954.41,142.56,,1105.79,1018.23,3.08,,-1972.64
1105.8,-955.49,142.72,,1105.8,1018.2,3.08,,-1973.69
1105.81,-956.58,142.88,,1105.81,1018.17,3.08,,-1974.75
1105.82,-957.66,143.05,,1105.82,1018.15,3.08,,-1975.81
1105.83,-958.75,143.21,,1105.83,1018.12,3.08,,-1976.87
1105.84,-959.84,143.38,,1105.84,1018.09,3.08,,-1977.93
1105.85,-960.94,143.54,,1105.85,1018.06,3.08,,-1979
1105.86,-962.03,143.71,,1105.86,1018.03,3.08,,-1980.06
1105.87,-963.13,143.88,,1105.87,1018,3.08,,-1981.13
1105.88,-964.24,144.04,,1105.88,1017.97,3.08,,-1982.21
1105.89,-965.35,144.21,,1105.89,1017.94,3.08,,-1983.29
1105.9,-966.46,144.38,,1105.9,1017.91,3.08,,-1984.37
1105.91,-967.57,144.55,,1105.91,1017.88,3.08,,-1985.45
1105.92,-968.68,144.72,,1105.92,1017.85,3.08,,-1986.53
1105.93,-969.8,144.89,,1105.93,1017.82,3.08,,-1987.62
1105.94,-970.93,145.06,,1105.94,1017.79,3.08,,-1988.72
1105.95,-972.05,145.23,,1105.95,1017.76,3.08,,-1989.81
1105.96,-973.18,145.41,,1105.96,1017.73,3.08,,-1990.91
1105.97,-974.31,145.58,,1105.97,1017.7,3.08,,-1992.01
1105.98,-975.45,145.75,,1105.98,1017.67,3.08,,-1993.12
1105.99,-976.59,145.93,,1105.99,1017.64,3.08,,-1994.23
1106,-977.73,146.1,,1106,1017.62,3.08,,-1995.35
1106.01,-978.88,146.28,,1106.01,1017.59,3.08,,-1996.47
1106.02,-980.03,146.46,,1106.02,1017.56,3.08,,-1997.59
1106.03,-981.18,146.63,,1106.03,1017.53,3.08,,-1998.71
1106.04,-982.33,146.81,,1106.04,1017.5,3.08,,-1999.83
1106.05,-983.49,146.99,,1106.05,1017.47,3.08,,-2000.96
1106.06,-984.66,147.17,,1106.06,1017.44,3.08,,-2002.1
1106.07,-985.82,147.35,,1106.07,1017.41,3.08,,-2003.23
1106.08,-986.99,147.53,,1106.08,1017.38,3.08,,-2004.37
1106.09,-988.16,147.71,,1106.09,1017.35,3.08,,-2005.51
1106.1,-989.34,147.89,,1106.1,1017.32,3.08,,-2006.66
1106.11,-990.52,148.07,,1106.11,1017.29,3.08,,-2007.81
1106.12,-991.7,148.26,,1106.12,1017.26,3.08,,-2008.96
1106.13,-992.89,148.44,,1106.13,1017.23,3.08,,-2010.12
1106.14,-994.08,148.63,,1106.14,1017.2,3.08,,-2011.28
1106.15,-995.27,148.81,,1106.15,1017.17,3.08,,-2012.44
1106.16,-996.47,149,,1106.16,1017.14,3.08,,-2013.61
1106.17,-997.67,149.18,,1106.17,1017.11,3.08,,-2014.78
1106.18,-998.87,149.37,,1106.18,1017.09,3.08,,-2015.96
1106.19,-1000.08,149.56,,1106.19,1017.06,3.08,,-2017.14
1106.2,-1001.29,149.75,,1106.2,1017.03,3.08,,-2018.32
1106.21,-1002.51,149.94,,1106.21,1017,3.07,,-2019.51
1106.22,-1003.73,150.13,,1106.22,1016.97,3.07,,-2020.7
1106.23,-1004.95,150.32,,1106.23,1016.94,3.07,,-2021.89
1106.24,-1006.18,150.51,,1106.24,1016.91,3.07,,-2023.09
1106.25,-1007.41,150.7,,1106.25,1016.88,3.07,,-2024.29
1106.26,-1008.64,150.9,,1106.26,1016.85,3.07,,-2025.49
1106.27,-1009.88,151.09,,1106.27,1016.82,3.07,,-2026.7
1106.28,-1011.12,151.29,,1106.28,1016.79,3.07,,-2027.91
1106.29,-1012.36,151.48,,1106.29,1016.76,3.07,,-2029.12
1106.3,-1013.61,151.68,,1106.3,1016.73,3.07,,-2030.34
1106.31,-1014.87,151.88,,1106.31,1016.7,3.07,,-2031.57
1106.32,-1016.12,152.07,,1106.32,1016.67,3.07,,-2032.79
1106.33,-1017.38,152.27,,1106.33,1016.64,3.07,,-2034.02
1106.34,-1018.65,152.47,,1106.34,1016.62,3.07,,-2035.27
1106.35,-1019.92,152.67,,1106.35,1016.59,3.07,,-2036.51
1106.36,-1021.19,152.87,,1106.36,1016.56,3.07,,-2037.75
1106.37,-1022.47,153.07,,1106.37,1016.53,3.07,,-2039
1106.38,-1023.75,153.28,,1106.38,1016.5,3.07,,-2040.25
1106.39,-1025.03,153.48,,1106.39,1016.47,3.07,,-2041.5
1106.4,-1026.32,153.68,,1106.4,1016.44,3.07,,-2042.76
1106.41,-1027.61,153.89,,1106.41,1016.41,3.07,,-2044.02
1106.42,-1028.91,154.1,,1106.42,1016.38,3.07,,-2045.29
1106.43,-1030.21,154.3,,1106.43,1016.35,3.07,,-2046.56
1106.44,-1031.51,154.51,,1106.44,1016.32,3.07,,-2047.83
1106.45,-1032.82,154.72,,1106.45,1016.29,3.07,,-2049.11
1106.46,-1034.13,154.93,,1106.46,1016.26,3.07,,-2050.39
1106.47,-1035.45,155.14,,1106.47,1016.23,3.07,,-2051.68
1106.48,-1036.77,155.35,,1106.48,1016.2,3.07,,-2052.97
1106.49,-1038.1,155.56,,1106.49,1016.18,3.07,,-2054.28
1106.5,-1039.43,155.77,,1106.5,1016.15,3.07,,-2055.58
1106.51,-1040.76,155.98,,1106.51,1016.12,3.07,,-2056.88
1106.52,-1042.1,156.2,,1106.52,1016.09,3.07,,-2058.19
1106.53,-1043.44,156.41,,1106.53,1016.06,3.07,,-2059.5
1106.54,-1044.79,156.63,,1106.54,1016.03,3.07,,-2060.82
1106.55,-1046.14,156.85,,1106.55,1016,3.07,,-2062.14
1106.56,-1047.5,157.06,,1106.56,1015.97,3.07,,-2063.47
1106.57,-1048.86,157.28,,1106.57,1015.94,3.07,,-2064.8
1106.58,-1050.22,157.5,,1106.58,1015.91,3.07,,-2066.13
1106.59,-1051.59,157.72,,1106.59,1015.88,3.07,,-2067.47
1106.6,-1052.97,157.94,,1106.6,1015.85,3.07,,-2068.82
1106.61,-1054.35,158.16,,1106.61,1015.82,3.07,,-2070.17
1106.62,-1055.73,158.39,,1106.62,1015.79,3.07,,-2071.52
1106.63,-1057.12,158.61,,1106.63,1015.77,3.07,,-2072.89
1106.64,-1058.51,158.84,,1106.64,1015.74,3.07,,-2074.25
1106.65,-1059.9,159.06,,1106.65,1015.71,3.07,,-2075.61
1106.66,-1061.31,159.29,,1106.66,1015.68,3.07,,-2076.99
1106.67,-1062.71,159.52,,1106.67,1015.65,3.07,,-2078.36
1106.68,-1064.12,159.74,,1106.68,1015.62,3.07,,-2079.74
1106.69,-1065.54,159.97,,1106.69,1015.59,3.07,,-2081.13
1106.7,-1066.96,160.2,,1106.7,1015.56,3.07,,-2082.52
1106.71,-1068.38,160.43,,1106.71,1015.53,3.07,,-2083.91
1106.72,-1069.81,160.67,,1106.72,1015.5,3.07,,-2085.31
1106.73,-1071.25,160.9,,1106.73,1015.47,3.07,,-2086.72
1106.74,-1072.69,161.13,,1106.74,1015.44,3.07,,-2088.13
1106.75,-1074.13,161.37,,1106.75,1015.41,3.07,,-2089.54
1106.76,-1075.58,161.6,,1106.76,1015.38,3.07,,-2090.96
1106.77,-1077.03,161.84,,1106.77,1015.36,3.07,,-2092.39
1106.78,-1078.49,162.08,,1106.78,1015.33,3.07,,-2093.82
1106.79,-1079.96,162.32,,1106.79,1015.3,3.07,,-2095.26
1106.8,-1081.42,162.56,,1106.8,1015.27,3.07,,-2096.69
1106.81,-1082.9,162.8,,1106.81,1015.24,3.07,,-2098.14
1106.82,-1084.38,163.04,,1106.82,1015.21,3.07,,-2099.59
1106.83,-1085.86,163.28,,1106.83,1015.18,3.07,,-2101.04
1106.84,-1087.35,163.53,,1106.84,1015.15,3.07,,-2102.5
1106.85,-1088.85,163.77,,1106.85,1015.12,3.07,,-2103.97
1106.86,-1090.35,164.02,,1106.86,1015.09,3.07,,-2105.44
1106.87,-1091.85,164.27,,1106.87,1015.06,3.07,,-2106.91
1106.88,-1093.36,164.52,,1106.88,1015.03,3.07,,-2108.39
1106.89,-1094.88,164.76,,1106.89,1015,3.07,,-2109.88
1106.9,-1096.4,165.01,,1106.9,1014.98,3.07,,-2111.38
1106.91,-1097.92,165.27,,1106.91,1014.95,3.07,,-2112.87
1106.92,-1099.45,165.52,,1106.92,1014.92,3.07,,-2114.37
1106.93,-1100.99,165.77,,1106.93,1014.89,3.07,,-2115.88
1106.94,-1102.53,166.03,,1106.94,1014.86,3.07,,-2117.39
1106.95,-1104.08,166.28,,1106.95,1014.83,3.07,,-2118.91
1106.96,-1105.63,166.54,,1106.96,1014.8,3.07,,-2120.43
1106.97,-1107.19,166.8,,1106.97,1014.77,3.07,,-2121.96
1106.98,-1108.76,167.06,,1106.98,1014.74,3.07,,-2123.5
1106.99,-1110.33,167.32,,1106.99,1014.71,3.07,,-2125.04
1107,-1111.9,167.58,,1107,1014.68,3.07,,-2126.58
1107.01,-1113.48,167.84,,1107.01,1014.65,3.07,,-2128.13
1107.02,-1115.07,168.1,,1107.02,1014.63,3.07,,-2129.7
1107.03,-1116.66,168.37,,1107.03,1014.6,3.07,,-2131.26
1107.04,-1118.26,168.63,,1107.04,1014.57,3.07,,-2132.83
1107.05,-1119.87,168.9,,1107.05,1014.54,3.07,,-2134.41
1107.06,-1121.48,169.17,,1107.06,1014.51,3.07,,-2135.99
1107.07,-1123.09,169.44,,1107.07,1014.48,3.07,,-2137.57
1107.08,-1124.71,169.71,,1107.08,1014.45,3.07,,-2139.16
1107.09,-1126.34,169.98,,1107.09,1014.42,3.07,,-2140.76
1107.1,-1127.98,170.25,,1107.1,1014.39,3.07,,-2142.37
1107.11,-1129.62,170.53,,1107.11,1014.36,3.07,,-2143.98
1107.12,-1131.26,170.8,,1107.12,1014.33,3.07,,-2145.59
1107.13,-1132.91,171.08,,1107.13,1014.3,3.07,,-2147.21
1107.14,-1134.57,171.35,,1107.14,1014.28,3.07,,-2148.85
1107.15,-1136.24,171.63,,1107.15,1014.25,3.07,,-2150.49
1107.16,-1137.91,171.91,,1107.16,1014.22,3.07,,-2152.13
1107.17,-1139.58,172.19,,1107.17,1014.19,3.07,,-2153.77
1107.18,-1141.26,172.48,,1107.18,1014.16,3.07,,-2155.42
1107.19,-1142.95,172.76,,1107.19,1014.13,3.07,,-2157.08
1107.2,-1144.65,173.05,,1107.2,1014.1,3.07,,-2158.75
1107.21,-1146.35,173.33,,1107.21,1014.07,3.07,,-2160.42
1107.22,-1148.06,173.62,,1107.22,1014.04,3.07,,-2162.1
1107.23,-1149.77,173.91,,1107.23,1014.01,3.07,,-2163.78
1107.24,-1151.5,174.2,,1107.24,1013.98,3.07,,-2165.48
1107.25,-1153.22,174.49,,1107.25,1013.95,3.06,,-2167.17
1107.26,-1154.96,174.78,,1107.26,1013.93,3.06,,-2168.89
1107.27,-1156.7,175.08,,1107.27,1013.9,3.06,,-2170.6
1107.28,-1158.45,175.37,,1107.28,1013.87,3.06,,-2172.32
1107.29,-1160.2,175.67,,1107.29,1013.84,3.06,,-2174.04
1107.3,-1161.96,175.97,,1107.3,1013.81,3.06,,-2175.77
1107.31,-1163.73,176.27,,1107.31,1013.78,3.06,,-2177.51
1107.32,-1165.5,176.57,,1107.32,1013.75,3.06,,-2179.25
1107.33,-1167.28,176.87,,1107.33,1013.72,3.06,,-2181
1107.34,-1169.07,177.17,,1107.34,1013.69,3.06,,-2182.76
1107.35,-1170.87,177.48,,1107.35,1013.66,3.06,,-2184.53
1107.36,-1172.67,177.78,,1107.36,1013.63,3.06,,-2186.3
1107.37,-1174.48,178.09,,1107.37,1013.61,3.06,,-2188.09
1107.38,-1176.3,178.4,,1107.38,1013.58,3.06,,-2189.88
1107.39,-1178.12,178.71,,1107.39,1013.55,3.06,,-2191.67
1107.4,-1179.95,179.02,,1107.4,1013.52,3.06,,-2193.47
1107.41,-1181.79,179.34,,1107.41,1013.49,3.06,,-2195.28
1107.42,-1183.63,179.65,,1107.42,1013.46,3.06,,-2197.09
1107.43,-1185.49,179.97,,1107.43,1013.43,3.06,,-2198.92
1107.44,-1187.35,180.28,,1107.44,1013.4,3.06,,-2200.75
1107.45,-1189.21,180.6,,1107.45,1013.37,3.06,,-2202.58
1107.46,-1191.09,180.92,,1107.46,1013.34,3.06,,-2204.43
1107.47,-1192.97,181.25,,1107.47,1013.31,3.06,,-2206.28
1107.48,-1194.86,181.57,,1107.48,1013.29,3.06,,-2208.15
1107.49,-1196.76,181.9,,1107.49,1013.26,3.06,,-2210.02
1107.5,-1198.66,182.22,,1107.5,1013.23,3.06,,-2211.89
1107.51,-1200.58,182.55,,1107.51,1013.2,3.06,,-2213.78
1107.52,-1202.5,182.88,,1107.52,1013.17,3.06,,-2215.67
1107.53,-1204.43,183.21,,1107.53,1013.14,3.06,,-2217.57
1107.54,-1206.36,183.54,,1107.54,1013.11,3.06,,-2219.47
1107.55,-1208.31,183.88,,1107.55,1013.08,3.06,,-2221.39
1107.56,-1210.26,184.21,,1107.56,1013.05,3.06,,-2223.31
1107.57,-1212.22,184.55,,1107.57,1013.02,3.06,,-2225.24
1107.58,-1214.19,184.89,,1107.58,1013,3.06,,-2227.19
1107.59,-1216.16,185.23,,1107.59,1012.97,3.06,,-2229.13
1107.6,-1218.15,185.57,,1107.6,1012.94,3.06,,-2231.09
1107.61,-1220.14,185.92,,1107.61,1012.91,3.06,,-2233.05
1107.62,-1222.14,186.26,,1107.62,1012.88,3.06,,-2235.02
1107.63,-1224.15,186.61,,1107.63,1012.85,3.06,,-2237
1107.64,-1226.17,186.96,,1107.64,1012.82,3.06,,-2238.99
1107.65,-1228.19,187.31,,1107.65,1012.79,3.06,,-2240.98
1107.66,-1230.23,187.66,,1107.66,1012.76,3.06,,-2242.99
1107.67,-1232.27,188.02,,1107.67,1012.73,3.06,,-2245
1107.68,-1234.32,188.37,,1107.68,1012.7,3.06,,-2247.02
1107.69,-1236.38,188.73,,1107.69,1012.68,3.06,,-2249.06
1107.7,-1238.45,189.09,,1107.7,1012.65,3.06,,-2251.1
